,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
0,Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,1,6dODwocEuGzHAavXqTbwHv,spotify:track:6dODwocEuGzHAavXqTbwHv,0.502,0.504,0.386,1.53e-05,0.0961,-10.976,0.0308,192.004,0.281,92,228965
1,The Tortured Poets Department,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,2,4PdLaGZubp4lghChqp8erB,spotify:track:4PdLaGZubp4lghChqp8erB,0.0483,0.604,0.428,0.0,0.126,-8.441,0.0255,110.259,0.292,90,293048
2,My Boy Only Breaks His Favorite Toys,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,3,7uGYWMwRy24dm7RUDDhUlD,spotify:track:7uGYWMwRy24dm7RUDDhUlD,0.137,0.596,0.563,0.0,0.302,-7.362,0.0269,97.073,0.481,90,203801
3,Down Bad,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,4,1kbEbBdEgQdQeLXCJh28pJ,spotify:track:1kbEbBdEgQdQeLXCJh28pJ,0.56,0.541,0.366,1e-06,0.0946,-10.412,0.0748,159.707,0.168,91,261228
4,"So Long, London",THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,5,7wAkQFShJ27V8362MqevQr,spotify:track:7wAkQFShJ27V8362MqevQr,0.73,0.423,0.533,0.00264,0.0816,-11.388,0.322,160.218,0.248,90,262974
5,But Daddy I Love Him,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,6,4QMgEffJQuKtjCNvqfRZ0m,spotify:track:4QMgEffJQuKtjCNvqfRZ0m,0.384,0.521,0.72,0.0,0.135,-7.684,0.104,79.943,0.438,90,340428
6,Fresh Out The Slammer,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,7,7IWcDWOfiooH5hRs9XOVYz,spotify:track:7IWcDWOfiooH5hRs9XOVYz,0.624,0.33,0.483,0.0,0.111,-9.394,0.0399,87.115,0.34,88,210789
7,Florida!!! (feat. Florence + The Machine),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,8,5ExOm0dh4NyRyAdSAO9hyM,spotify:track:5ExOm0dh4NyRyAdSAO9hyM,0.178,0.533,0.573,0.0,0.309,-7.123,0.138,150.088,0.398,89,215463
8,Guilty as Sin?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,9,799KrpEbhZp0MHeiA8YK9P,spotify:track:799KrpEbhZp0MHeiA8YK9P,0.607,0.626,0.428,0.0,0.0921,-8.374,0.0261,94.95,0.487,90,254365
9,Who’s Afraid of Little Old Me?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,10,2d8UxVNhJinc8uat9PoM9y,spotify:track:2d8UxVNhJinc8uat9PoM9y,0.315,0.606,0.338,0.0,0.106,-10.555,0.048,119.88,0.238,90,334084
10,I Can Fix Him (No Really I Can),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,11,5chnRTB9qMK3W1M41SnU9s,spotify:track:5chnRTB9qMK3W1M41SnU9s,0.768,0.661,0.257,1.72e-06,0.176,-13.961,0.045,106.896,0.318,87,156297
11,loml,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,12,3YkNIrAvbKNrrwwEd7NVLl,spotify:track:3YkNIrAvbKNrrwwEd7NVLl,0.858,0.423,0.272,0.0,0.108,-12.56,0.0489,78.539,0.195,88,277156
12,I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,13,2fPvQfGQEZOKtJ9qXeL4x8,spotify:track:2fPvQfGQEZOKtJ9qXeL4x8,0.123,0.701,0.751,0.0,0.15,-8.39,0.0502,129.994,0.22,91,218004
13,The Smallest Man Who Ever Lived,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,14,1xtw1krCR6Dw2KwkXw5z63,spotify:track:1xtw1krCR6Dw2KwkXw5z63,0.52,0.426,0.41,0.0,0.338,-9.083,0.0581,142.377,0.263,89,245541
14,The Alchemy,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,15,1tuNqJOtRQVHvONR8Lg3MZ,spotify:track:1tuNqJOtRQVHvONR8Lg3MZ,0.422,0.64,0.421,0.0,0.103,-8.802,0.0273,100.056,0.353,88,196900
15,Clara Bow,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,16,4d9PtIEVij9jW5OaLinH66,spotify:track:4d9PtIEVij9jW5OaLinH66,0.636,0.686,0.318,0.00144,0.106,-11.046,0.0263,104.088,0.214,87,216662
16,The Black Dog,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,17,62E2nR0od0M5HYxuYLaDz7,spotify:track:62E2nR0od0M5HYxuYLaDz7,0.707,0.527,0.27,0.0,0.102,-10.855,0.038,154.042,0.23,88,238857
17,imgonnagetyouback,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,18,1kcwpPDQnqEqmezzXdJTCP,spotify:track:1kcwpPDQnqEqmezzXdJTCP,0.608,0.784,0.391,0.0,0.252,-9.471,0.0633,110.007,0.15,88,222072
18,The Albatross,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,19,4EF6IyONolQy0bIQXm2EmX,spotify:track:4EF6IyONolQy0bIQXm2EmX,0.655,0.352,0.479,0.0,0.0935,-8.942,0.0583,172.013,0.292,87,183878
19,Chloe or Sam or Sophia or Marcus,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,20,1rmEsOezwf2lmIZTMAO5Ag,spotify:track:1rmEsOezwf2lmIZTMAO5Ag,0.78,0.516,0.451,0.0,0.105,-8.552,0.0446,70.266,0.218,86,213281
20,How Did It End?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,21,5Bedn0svl0ZD7RGmJkmKKw,spotify:track:5Bedn0svl0ZD7RGmJkmKKw,0.785,0.492,0.379,0.00093,0.108,-8.859,0.0257,83.993,0.273,87,238706
21,So High School,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,22,7Mts0OfPorF4iwOomvfqn1,spotify:track:7Mts0OfPorF4iwOomvfqn1,0.0274,0.366,0.866,3.07e-06,0.106,-4.514,0.0466,176.07,0.293,88,228800
22,I Hate It Here,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,23,3hlGuz3loYoLfI3bpwieWq,spotify:track:3hlGuz3loYoLfI3bpwieWq,0.717,0.485,0.562,0.0,0.357,-7.197,0.0346,105.953,0.297,87,243875
23,thanK you aIMee,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,24,7ogK4lJDVDMU6A6vYR5rvD,spotify:track:7ogK4lJDVDMU6A6vYR5rvD,0.609,0.609,0.541,0.0,0.122,-8.013,0.0346,95.997,0.252,87,263817
24,I Look in People's Windows,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,25,1Zai5UJ2di3qEuR2HeT2s8,spotify:track:1Zai5UJ2di3qEuR2HeT2s8,0.69,0.763,0.274,0.0,0.164,-11.429,0.0738,90.796,0.385,86,131907
25,The Prophecy,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,26,18WFFUIsewmA8g31KAeo3e,spotify:track:18WFFUIsewmA8g31KAeo3e,0.825,0.421,0.525,2.67e-06,0.308,-10.359,0.0472,167.927,0.535,88,249807
26,Cassandra,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,27,0g4fMVo4JjwnIpTfFfLdxS,spotify:track:0g4fMVo4JjwnIpTfFfLdxS,0.806,0.587,0.587,0.0,0.137,-9.879,0.0595,139.963,0.514,85,240205
27,Peter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,28,3zMDGj4D8ogaYgAIZPeU7S,spotify:track:3zMDGj4D8ogaYgAIZPeU7S,0.805,0.342,0.376,0.0,0.0593,-8.212,0.0372,176.859,0.29,86,283957
28,The Bolter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,29,2913xXOVAIDAqxzV2g4VcU,spotify:track:2913xXOVAIDAqxzV2g4VcU,0.638,0.455,0.586,0.0,0.131,-7.978,0.0492,183.694,0.481,85,238241
29,Robin,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,30,2CnjDMdpRjlWv04Xk3s6MW,spotify:track:2CnjDMdpRjlWv04Xk3s6MW,0.791,0.476,0.386,0.000423,0.1,-10.601,0.03,138.265,0.158,84,240893
30,The Manuscript,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,1DTRUYVd8rYpla9hhVVwjo,spotify:track:1DTRUYVd8rYpla9hhVVwjo,0.901,0.509,0.256,2.43e-06,0.103,-11.665,0.0306,94.184,0.436,84,224743
31,Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT,2024-04-18,1,2OzhQlSqBEmt7hmkYxfT6m,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,0.502,0.504,0.386,1.53e-05,0.0961,-10.976,0.0308,192.004,0.281,94,228965
32,The Tortured Poets Department,THE TORTURED POETS DEPARTMENT,2024-04-18,2,3NMrVbIVWT3fPXBj0rNDKG,spotify:track:3NMrVbIVWT3fPXBj0rNDKG,0.0483,0.604,0.428,0.0,0.126,-8.441,0.0255,110.259,0.292,86,293048
33,My Boy Only Breaks His Favorite Toys,THE TORTURED POETS DEPARTMENT,2024-04-18,3,2XXwLdtuAcE0HSCu61ijAb,spotify:track:2XXwLdtuAcE0HSCu61ijAb,0.137,0.596,0.563,0.0,0.302,-7.362,0.0269,97.073,0.481,85,203801
34,Down Bad,THE TORTURED POETS DEPARTMENT,2024-04-18,4,2F3N9tdombb64aW6VtZOdo,spotify:track:2F3N9tdombb64aW6VtZOdo,0.56,0.541,0.366,1e-06,0.0946,-10.412,0.0748,159.707,0.168,88,261228
35,"So Long, London",THE TORTURED POETS DEPARTMENT,2024-04-18,5,3Vevii7qKqrmW8CcyzBHDl,spotify:track:3Vevii7qKqrmW8CcyzBHDl,0.73,0.423,0.533,0.00264,0.0816,-11.388,0.322,160.218,0.248,86,262974
36,But Daddy I Love Him,THE TORTURED POETS DEPARTMENT,2024-04-18,6,5og4Qzt92jJzVDkOtSEilb,spotify:track:5og4Qzt92jJzVDkOtSEilb,0.384,0.521,0.72,0.0,0.135,-7.684,0.104,79.943,0.438,84,340428
37,Fresh Out The Slammer,THE TORTURED POETS DEPARTMENT,2024-04-18,7,3fO566xJgwxIa3qGCGBvIC,spotify:track:3fO566xJgwxIa3qGCGBvIC,0.624,0.33,0.483,0.0,0.111,-9.394,0.0399,87.115,0.34,81,210789
38,Florida!!! (feat. Florence + The Machine),THE TORTURED POETS DEPARTMENT,2024-04-18,8,3ZVFcD8Wlw9T9klGqmJf9F,spotify:track:3ZVFcD8Wlw9T9klGqmJf9F,0.178,0.533,0.573,0.0,0.309,-7.123,0.138,150.088,0.398,85,215463
39,Guilty as Sin?,THE TORTURED POETS DEPARTMENT,2024-04-18,9,0W0iAC1VGlB82PI6elxFYf,spotify:track:0W0iAC1VGlB82PI6elxFYf,0.607,0.626,0.428,0.0,0.0921,-8.374,0.0261,94.95,0.487,83,254365
40,Who’s Afraid of Little Old Me?,THE TORTURED POETS DEPARTMENT,2024-04-18,10,36t6frENUtCYKuZus6aYDO,spotify:track:36t6frENUtCYKuZus6aYDO,0.315,0.606,0.338,0.0,0.106,-10.555,0.048,119.88,0.238,84,334084
41,I Can Fix Him (No Really I Can),THE TORTURED POETS DEPARTMENT,2024-04-18,11,2h3MDMf8sd9s4XIzpTBIjX,spotify:track:2h3MDMf8sd9s4XIzpTBIjX,0.768,0.661,0.257,1.72e-06,0.176,-13.961,0.045,106.896,0.318,80,156297
42,loml,THE TORTURED POETS DEPARTMENT,2024-04-18,12,6RSG1dKPV5gEvILwJb4QtS,spotify:track:6RSG1dKPV5gEvILwJb4QtS,0.858,0.423,0.272,0.0,0.108,-12.56,0.0489,78.539,0.195,82,277156
43,I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,2024-04-18,13,4q5YezDOIPcoLr8R81x9qy,spotify:track:4q5YezDOIPcoLr8R81x9qy,0.123,0.701,0.751,0.0,0.15,-8.39,0.0502,129.994,0.22,88,218004
44,The Smallest Man Who Ever Lived,THE TORTURED POETS DEPARTMENT,2024-04-18,14,2v1ivOOsgn64g5OywuH55L,spotify:track:2v1ivOOsgn64g5OywuH55L,0.52,0.426,0.41,0.0,0.338,-9.083,0.0581,142.377,0.263,81,245541
45,The Alchemy,THE TORTURED POETS DEPARTMENT,2024-04-18,15,1dhMTsEZz6ZEquGvmzVoHn,spotify:track:1dhMTsEZz6ZEquGvmzVoHn,0.422,0.64,0.421,0.0,0.103,-8.802,0.0273,100.056,0.353,81,196900
46,Clara Bow,THE TORTURED POETS DEPARTMENT,2024-04-18,16,1UlhrRvYzbHEyugEDspXUB,spotify:track:1UlhrRvYzbHEyugEDspXUB,0.636,0.686,0.318,0.00144,0.106,-11.046,0.0263,104.088,0.214,79,216662
47,Welcome To New York (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,1,4WUepByoeqcedHoYhSNHRt,spotify:track:4WUepByoeqcedHoYhSNHRt,0.00661,0.76,0.602,0.000133,0.325,-4.871,0.0316,116.989,0.685,64,212600
48,Blank Space (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,2,0108kcWLnn2HlH2kedi1gn,spotify:track:0108kcWLnn2HlH2kedi1gn,0.0901,0.732,0.719,0.0,0.331,-5.469,0.0645,96.035,0.71,65,231833
49,Style (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,3,3Vpk1hfMAQme8VJ0SNRSkd,spotify:track:3Vpk1hfMAQme8VJ0SNRSkd,0.000456,0.514,0.821,0.0232,0.0946,-4.803,0.0444,94.884,0.298,66,231000
50,Out Of The Woods (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,4,1OcSfkeCg9hRC2sFKB4IMJ,spotify:track:1OcSfkeCg9hRC2sFKB4IMJ,0.000466,0.544,0.884,0.000134,0.381,-5.973,0.0383,91.981,0.184,65,235800
51,All You Had To Do Was Stay (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,5,2k0ZEeAqzvYMcx9Qt5aClQ,spotify:track:2k0ZEeAqzvYMcx9Qt5aClQ,0.000778,0.589,0.713,0.0,0.188,-5.614,0.0308,97.069,0.54,63,193289
52,Shake It Off (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,6,50yNTF0Od55qnHLxYsA5Pw,spotify:track:50yNTF0Od55qnHLxYsA5Pw,0.0112,0.632,0.805,2.51e-05,0.156,-5.707,0.069,160.052,0.903,63,219209
53,I Wish You Would (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,7,3FxJDucHWdw6caWTKO5b23,spotify:track:3FxJDucHWdw6caWTKO5b23,0.00388,0.671,0.853,9.48e-06,0.0812,-6.568,0.0417,118.032,0.523,63,207650
54,Bad Blood (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,8,7oZONwFiFIErZcXAtTu7FY,spotify:track:7oZONwFiFIErZcXAtTu7FY,0.0369,0.624,0.711,3.13e-06,0.19,-6.347,0.159,169.999,0.347,63,211103
55,Wildest Dreams (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,9,27exgla7YBw9DUNNcTIpjy,spotify:track:27exgla7YBw9DUNNcTIpjy,0.0348,0.587,0.663,9.95e-05,0.0971,-7.439,0.0598,139.993,0.539,64,220433
56,How You Get The Girl (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,10,733OhaXQIHY7BKtY3vnSkn,spotify:track:733OhaXQIHY7BKtY3vnSkn,0.00198,0.761,0.67,1.08e-05,0.0873,-5.956,0.0537,120.014,0.519,62,247533
57,This Love (Taylor’s Version),1989 (Taylor's Version) [Deluxe],2023-10-27,11,4WBEj8TeGtRPNJdOmT3WJW,spotify:track:4WBEj8TeGtRPNJdOmT3WJW,0.302,0.47,0.494,0.0,0.0672,-8.672,0.0349,144.039,0.0524,61,250100
58,I Know Places (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,12,1ULabO0PEsdJekqVH6G10G,spotify:track:1ULabO0PEsdJekqVH6G10G,0.0846,0.572,0.807,0.0,0.071,-5.348,0.0574,160.015,0.626,62,195700
59,Clean (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,13,0lKUBmEyQfzsQHozyeXzES,spotify:track:0lKUBmEyQfzsQHozyeXzES,0.297,0.782,0.379,2.98e-05,0.103,-8.964,0.0303,103.99,0.267,63,271000
60,Wonderland (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,14,6HRsJu8vcnzYDN4t0570FY,spotify:track:6HRsJu8vcnzYDN4t0570FY,0.0105,0.387,0.703,1.1e-05,0.128,-5.956,0.0545,123.18,0.32,62,245566
61,You Are In Love (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,15,0TyGh27YQ5LknmiDhCzJiT,spotify:track:0TyGh27YQ5LknmiDhCzJiT,0.572,0.554,0.509,2.08e-06,0.113,-9.403,0.0455,85.079,0.401,63,267389
62,New Romantics (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,16,5M787RexsAiVYjQusM98CV,spotify:track:5M787RexsAiVYjQusM98CV,0.00516,0.653,0.848,4.24e-06,0.0798,-5.936,0.0583,122.017,0.724,64,230177
63,"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version) [Deluxe],2023-10-27,17,0CD7DzeCsuPJygddqlUVYa,spotify:track:0CD7DzeCsuPJygddqlUVYa,0.33,0.621,0.415,0.000112,0.0634,-13.187,0.0543,77.978,0.313,67,180381
64,Say Don't Go (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],2023-10-27,18,3CCRVu4F91Qp2mnGjmWBrf,spotify:track:3CCRVu4F91Qp2mnGjmWBrf,0.0684,0.632,0.539,5.82e-06,0.132,-8.375,0.0342,109.962,0.186,65,279833
65,Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],2023-10-27,19,5QUIK7ZtziW8kGWo8RqopF,spotify:track:5QUIK7ZtziW8kGWo8RqopF,0.16,0.8,0.509,3.05e-05,0.0834,-9.386,0.034,109.994,0.0768,67,146436
66,Suburban Legends (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],2023-10-27,20,6M9ppdfFjR1AbpUl3Y8DcV,spotify:track:6M9ppdfFjR1AbpUl3Y8DcV,0.212,0.695,0.607,0.0,0.102,-8.84,0.0357,118.043,0.394,63,171818
67,Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],2023-10-27,21,6IG3sQ8s9nfk6TUlVzRhbN,spotify:track:6IG3sQ8s9nfk6TUlVzRhbN,0.0486,0.599,0.651,0.0,0.126,-7.343,0.035,100.001,0.153,68,229477
68,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,22,6qAcApH8obo8eqatCKUHd9,spotify:track:6qAcApH8obo8eqatCKUHd9,0.0143,0.604,0.644,0.0,0.237,-6.931,0.0889,170.088,0.197,72,199773
69,Welcome To New York (Taylor's Version),1989 (Taylor's Version),2023-10-26,1,1hR8BSuEqPCCZfv93zzzz9,spotify:track:1hR8BSuEqPCCZfv93zzzz9,0.00661,0.76,0.602,0.000133,0.325,-4.871,0.0316,116.989,0.685,75,212600
70,Blank Space (Taylor's Version),1989 (Taylor's Version),2023-10-26,2,45wMBGri1PORPjM9PwFfrS,spotify:track:45wMBGri1PORPjM9PwFfrS,0.0901,0.732,0.719,0.0,0.331,-5.469,0.0645,96.035,0.71,80,231833
71,Style (Taylor's Version),1989 (Taylor's Version),2023-10-26,3,1hjRhYpWyqDpPahmSlUTlc,spotify:track:1hjRhYpWyqDpPahmSlUTlc,0.000456,0.514,0.821,0.0232,0.0946,-4.803,0.0444,94.884,0.298,81,231000
72,Out Of The Woods (Taylor's Version),1989 (Taylor's Version),2023-10-26,4,045ZeOHPIzhxxsm8bq5kyE,spotify:track:045ZeOHPIzhxxsm8bq5kyE,0.000466,0.544,0.884,0.000134,0.381,-5.973,0.0383,91.981,0.184,76,235800
73,All You Had To Do Was Stay (Taylor's Version),1989 (Taylor's Version),2023-10-26,5,6GXgd1BPD9bUpqw5AntGV5,spotify:track:6GXgd1BPD9bUpqw5AntGV5,0.000778,0.589,0.713,0.0,0.188,-5.614,0.0308,97.069,0.54,73,193289
74,Shake It Off (Taylor's Version),1989 (Taylor's Version),2023-10-26,6,3pv7Q5v2dpdefwdWIvE7yH,spotify:track:3pv7Q5v2dpdefwdWIvE7yH,0.0112,0.632,0.805,2.51e-05,0.156,-5.707,0.069,160.052,0.903,77,219209
75,I Wish You Would (Taylor's Version),1989 (Taylor's Version),2023-10-26,7,43y1WpBdnEy5TR9aZoSQL9,spotify:track:43y1WpBdnEy5TR9aZoSQL9,0.00388,0.671,0.853,9.48e-06,0.0812,-6.568,0.0417,118.032,0.523,73,207650
76,Bad Blood (Taylor's Version),1989 (Taylor's Version),2023-10-26,8,64FzgoLZ3oXu2SriZblHic,spotify:track:64FzgoLZ3oXu2SriZblHic,0.0369,0.624,0.711,3.13e-06,0.19,-6.347,0.159,169.999,0.347,73,211103
77,Wildest Dreams (Taylor's Version),1989 (Taylor's Version),2023-10-26,9,1K39ty6o1sHwwlZwO6a7wK,spotify:track:1K39ty6o1sHwwlZwO6a7wK,0.0348,0.587,0.663,9.95e-05,0.0971,-7.439,0.0598,139.993,0.539,79,220433
78,How You Get The Girl (Taylor's Version),1989 (Taylor's Version),2023-10-26,10,75W3SngKzTuoQ94uLf3y82,spotify:track:75W3SngKzTuoQ94uLf3y82,0.00198,0.761,0.67,1.08e-05,0.0873,-5.956,0.0537,120.014,0.519,70,247533
79,This Love (Taylor’s Version),1989 (Taylor's Version),2023-10-26,11,5QVVjX0ZItqlVpEuVCM9Yg,spotify:track:5QVVjX0ZItqlVpEuVCM9Yg,0.302,0.47,0.494,0.0,0.0672,-8.672,0.0349,144.039,0.0524,71,250100
80,I Know Places (Taylor's Version),1989 (Taylor's Version),2023-10-26,12,2f0GI2ZLUtbGqFx8t2Gk6A,spotify:track:2f0GI2ZLUtbGqFx8t2Gk6A,0.0846,0.572,0.807,0.0,0.071,-5.348,0.0574,160.015,0.626,70,195700
81,Clean (Taylor's Version),1989 (Taylor's Version),2023-10-26,13,2ByBBvpR9b7IynvRmnG7kG,spotify:track:2ByBBvpR9b7IynvRmnG7kG,0.297,0.782,0.379,2.98e-05,0.103,-8.964,0.0303,103.99,0.267,74,271000
82,Wonderland (Taylor's Version),1989 (Taylor's Version),2023-10-26,14,2ve0kuaWUCt4Zx8x4bf1MR,spotify:track:2ve0kuaWUCt4Zx8x4bf1MR,0.0105,0.387,0.703,1.1e-05,0.128,-5.956,0.0545,123.18,0.32,70,245566
83,You Are In Love (Taylor's Version),1989 (Taylor's Version),2023-10-26,15,4UwqOWDpdeIDVQDuKT6iza,spotify:track:4UwqOWDpdeIDVQDuKT6iza,0.572,0.554,0.509,2.08e-06,0.113,-9.403,0.0455,85.079,0.401,71,267389
84,New Romantics (Taylor's Version),1989 (Taylor's Version),2023-10-26,16,2vPMoMDXxu9uX1igWZmXSG,spotify:track:2vPMoMDXxu9uX1igWZmXSG,0.00516,0.653,0.848,4.24e-06,0.0798,-5.936,0.0583,122.017,0.724,76,230177
85,"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version),2023-10-26,17,71BqAINEnezjQfxE4VuJfq,spotify:track:71BqAINEnezjQfxE4VuJfq,0.33,0.621,0.415,0.000112,0.0634,-13.187,0.0543,77.978,0.313,82,180381
86,Say Don't Go (Taylor's Version) (From The Vault),1989 (Taylor's Version),2023-10-26,18,4NioO5R9sHEZh4cGzMHyNt,spotify:track:4NioO5R9sHEZh4cGzMHyNt,0.0684,0.632,0.539,5.82e-06,0.132,-8.375,0.0342,109.962,0.186,78,279833
87,Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version),2023-10-26,19,5KD6AEm19QnMbfWpfoOHMl,spotify:track:5KD6AEm19QnMbfWpfoOHMl,0.16,0.8,0.509,3.05e-05,0.0834,-9.386,0.034,109.994,0.0768,82,146436
88,Suburban Legends (Taylor's Version) (From The Vault),1989 (Taylor's Version),2023-10-26,20,6T0sEnqjmHISIKwFETeeiP,spotify:track:6T0sEnqjmHISIKwFETeeiP,0.212,0.695,0.607,0.0,0.102,-8.84,0.0357,118.043,0.394,72,171818
89,Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),2023-10-26,21,1Iq8oo9XkmmvCQiGOfORiz,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,0.0486,0.599,0.651,0.0,0.126,-7.343,0.035,100.001,0.153,85,229477
90,Mine (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,1,7G0gBu6nLdhFDPRLc0HdDG,spotify:track:7G0gBu6nLdhFDPRLc0HdDG,0.00314,0.647,0.793,1.93e-06,0.174,-2.903,0.0363,121.101,0.5,77,231706
91,Sparks Fly (Taylor’s Version),Speak Now (Taylor's Version),2023-07-07,2,3MytWN8L7shNYzGl4tAKRp,spotify:track:3MytWN8L7shNYzGl4tAKRp,0.0241,0.605,0.769,0.0,0.0936,-2.413,0.032,114.921,0.366,73,261230
92,Back To December (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,3,79uDOz0zuuWS7HWxzMmTa2,spotify:track:79uDOz0zuuWS7HWxzMmTa2,0.00705,0.486,0.635,0.0,0.119,-3.994,0.0278,141.868,0.235,77,294189
93,Speak Now (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,4,5xXqyjLicvEpch72qEryFT,spotify:track:5xXqyjLicvEpch72qEryFT,0.225,0.734,0.686,0.0,0.136,-2.926,0.0349,119.002,0.598,71,242473
94,Dear John (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,5,1zU8j1x3yi9xalMF96pzKp,spotify:track:1zU8j1x3yi9xalMF96pzKp,0.0327,0.379,0.468,0.0,0.158,-5.07,0.0298,119.447,0.115,72,405906
95,Mean (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,6,30Y4CV7A6YqtQtTTo7Ue4j,spotify:track:30Y4CV7A6YqtQtTTo7Ue4j,0.321,0.526,0.7,0.0,0.213,-3.95,0.0392,163.949,0.596,72,238693
96,The Story Of Us (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,7,6dTA6y0C2ReQklntzZl8l3,spotify:track:6dTA6y0C2ReQklntzZl8l3,0.00136,0.516,0.784,0.0,0.0499,-2.636,0.0563,139.787,0.552,72,267653
97,Never Grow Up (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,8,2EFZ9emtKWEglWUQGEQ3P9,spotify:track:2EFZ9emtKWEglWUQGEQ3P9,0.867,0.684,0.339,0.0,0.194,-7.259,0.029,125.054,0.572,67,292920
98,Enchanted (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,9,3sW3oSbzsfecv9XoUdGs7h,spotify:track:3sW3oSbzsfecv9XoUdGs7h,0.016,0.52,0.553,0.0,0.165,-3.546,0.0269,81.949,0.227,82,353253
